userid,bookid,issue_date,due_date,return_date
2016CH70163,157876,02/26/2020,03/11/2020,02/28/2020
2016CH70163,82788,02/20/2020,03/05/2020,02/22/2020
2016CH70163,333225,02/12/2020,02/26/2020,02/17/2020
2016CH70164,678603,02/23/2020,03/08/2020,02/27/2020
2016CH70164,893206,02/19/2020,03/04/2020,02/23/2020
2016CH70165,939735,02/07/2020,02/21/2020,03/03/2020
2016CH70165,182640,02/07/2020,02/21/2020,02/11/2020
2016CH70165,264891,01/03/2020,01/17/2020,01/20/2020
2016CH70165,211913,01/03/2020,01/17/2020,02/05/2020
2016CH70168,50296,01/18/2020,02/01/2020,02/29/2020
2016CH70168,870486,01/03/2020,01/17/2020,02/03/2020
2016CH70168,369085,01/06/2020,01/20/2020,02/24/2020
2016CH70169,906219,01/02/2020,01/16/2020,02/29/2020
2016CH70169,612767,01/22/2020,02/05/2020,01/26/2020
2016CH70170,268678,02/23/2020,03/08/2020,02/24/2020
2016CH70170,298566,01/23/2020,02/06/2020,02/25/2020
2016CH70171,187900,02/11/2020,02/25/2020,02/22/2020
2016CH70171,581435,02/08/2020,02/22/2020,02/21/2020
2016CH70173,741116,01/23/2020,02/06/2020,01/23/2020
2016CH70173,743441,02/10/2020,02/24/2020,02/18/2020
2016CH70173,106557,02/09/2020,02/23/2020,02/22/2020
2016CH70173,524402,02/16/2020,03/01/2020,03/02/2020
2016CH70173,795123,01/25/2020,02/08/2020,01/30/2020
2016CH70174,250742,02/18/2020,03/03/2020,03/01/2020
2016CH70174,349301,02/19/2020,03/04/2020,02/28/2020
2016CH70174,697964,01/24/2020,02/07/2020,03/01/2020
2016CH70174,639515,02/01/2020,02/15/2020,02/02/2020
2016CH70176,413019,02/10/2020,02/24/2020,02/28/2020
2016CH70176,390180,01/08/2020,01/22/2020,02/27/2020
2016CH70176,793127,01/28/2020,02/11/2020,02/18/2020
2016CH70176,205955,02/12/2020,02/26/2020,02/23/2020
2016CH70176,301344,01/11/2020,01/25/2020,02/17/2020
2016CH70177,115637,02/23/2020,03/08/2020,02/24/2020
2016CH70177,536920,01/22/2020,02/05/2020,02/05/2020
2016CH70177,154596,01/27/2020,02/10/2020,02/23/2020
2016CS10324,948777,01/17/2020,01/31/2020,02/09/2020
2016CS10324,884675,01/28/2020,02/11/2020,02/12/2020
2016CS10325,780481,01/13/2020,01/27/2020,02/25/2020
2016CS10325,28917,01/11/2020,01/25/2020,01/30/2020
2016CS10326,547499,02/03/2020,02/17/2020,02/14/2020
2016CS10326,422966,01/28/2020,02/11/2020,02/09/2020
2016CS10326,275112,01/19/2020,02/02/2020,02/04/2020
2016CS10327,966080,01/16/2020,01/30/2020,02/05/2020
2016CS10327,220436,02/22/2020,03/07/2020,02/22/2020
2016CS10327,115937,02/09/2020,02/23/2020,02/12/2020
2016CS10327,852669,02/08/2020,02/22/2020,02/14/2020
2016CS10328,784653,02/14/2020,02/28/2020,03/01/2020
2016CS10328,776104,01/29/2020,02/12/2020,02/13/2020
2016CS10328,641293,01/06/2020,01/20/2020,01/25/2020
2016CS10328,249351,01/13/2020,01/27/2020,02/28/2020
2016CS10328,91854,01/14/2020,01/28/2020,01/17/2020
2016CS10329,746889,01/18/2020,02/01/2020,01/29/2020
2016CS10329,232102,01/20/2020,02/03/2020,02/20/2020
2016CS10329,119576,02/12/2020,02/26/2020,02/12/2020
2016CS10329,15597,02/02/2020,02/16/2020,02/21/2020
2016CS10330,578357,01/15/2020,01/29/2020,01/25/2020
2016CS10330,870727,01/21/2020,02/04/2020,02/22/2020
2016CS10330,649475,02/19/2020,03/04/2020,02/29/2020
2016CS10332,279659,01/11/2020,01/25/2020,01/30/2020
2016CS10332,253575,01/15/2020,01/29/2020,02/28/2020
2016CS10332,718288,02/18/2020,03/03/2020,02/27/2020
2016CS10332,687355,02/23/2020,03/08/2020,02/28/2020
2016CS10332,28218,01/07/2020,01/21/2020,02/27/2020
2016CS10333,928468,02/03/2020,02/17/2020,02/20/2020
2016CS10333,262608,02/21/2020,03/06/2020,02/24/2020
2016CS10335,14117,02/14/2020,02/28/2020,02/14/2020
2016CS10335,800571,01/08/2020,01/22/2020,02/03/2020
2016CS10335,740270,01/17/2020,01/31/2020,01/29/2020
2016CS10335,190023,01/23/2020,02/06/2020,01/31/2020
2016CS10335,700397,02/12/2020,02/26/2020,03/03/2020
2016CS10336,631140,02/20/2020,03/05/2020,02/22/2020
2016CS10336,322691,01/01/2020,01/15/2020,01/27/2020
2016CS10337,27161,01/09/2020,01/23/2020,01/25/2020
2016CS10337,136015,01/27/2020,02/10/2020,02/20/2020
2016CS10337,655964,01/19/2020,02/02/2020,02/20/2020
2016CS10337,521124,02/02/2020,02/16/2020,02/15/2020
2016CS10412,514225,01/14/2020,01/28/2020,01/29/2020
2016CS10412,655950,02/19/2020,03/04/2020,02/20/2020
2016EE10160,237751,01/20/2020,02/03/2020,01/28/2020
2016EE10160,470135,01/23/2020,02/06/2020,02/22/2020
2016EE10410,652213,01/06/2020,01/20/2020,02/22/2020
2016EE10410,543305,01/11/2020,01/25/2020,01/27/2020
2016EE10410,317785,01/05/2020,01/19/2020,02/14/2020
2016EE10410,88803,02/14/2020,02/28/2020,02/15/2020
2016EE10411,482204,02/13/2020,02/27/2020,02/28/2020
2016EE10411,943027,02/17/2020,03/02/2020,03/03/2020
2016EE10411,201296,01/07/2020,01/21/2020,01/17/2020
2016EE10411,633830,01/04/2020,01/18/2020,01/08/2020
2016EE10415,81319,01/07/2020,01/21/2020,02/17/2020
2016EE10415,854264,01/28/2020,02/11/2020,02/21/2020
2016EE10415,192432,01/03/2020,01/17/2020,03/02/2020
2016EE10415,162096,02/09/2020,02/23/2020,02/24/2020
2016EE10415,281783,02/20/2020,03/05/2020,02/23/2020
2016EE10416,146486,02/04/2020,02/18/2020,02/26/2020
2016EE10416,472011,02/15/2020,02/29/2020,02/15/2020
2016EE10416,449690,02/04/2020,02/18/2020,02/23/2020
2016EE10416,213568,01/12/2020,01/26/2020,01/18/2020
2016EE10416,49601,01/04/2020,01/18/2020,03/01/2020
2016EE10417,33503,02/01/2020,02/15/2020,02/04/2020
2016EE10417,567746,02/26/2020,03/11/2020,02/28/2020
2016EE10417,397736,01/03/2020,01/17/2020,01/23/2020
2016EE10417,160514,01/20/2020,02/03/2020,02/18/2020
2016EE10418,829719,01/31/2020,02/14/2020,02/12/2020
2016EE10418,532375,01/24/2020,02/07/2020,01/25/2020
2016EE10419,658857,01/18/2020,02/01/2020,02/22/2020
2016EE10419,666604,02/04/2020,02/18/2020,02/18/2020
2016EE10419,257731,01/06/2020,01/20/2020,02/21/2020
2016EE10419,271028,01/20/2020,02/03/2020,02/12/2020
2016EE10419,624969,01/04/2020,01/18/2020,01/12/2020
2016EE10420,898922,01/01/2020,01/15/2020,02/02/2020
2016EE10420,668888,01/14/2020,01/28/2020,02/01/2020
2016EE10420,778835,02/17/2020,03/02/2020,02/28/2020
2016EE10420,838698,02/09/2020,02/23/2020,03/02/2020
2016EE10420,748407,01/29/2020,02/12/2020,02/11/2020
2016EE10421,557574,02/17/2020,03/02/2020,02/28/2020
2016EE10421,283687,01/23/2020,02/06/2020,02/03/2020
2016EE10421,520429,01/17/2020,01/31/2020,02/12/2020
2016EE10422,576751,01/31/2020,02/14/2020,03/03/2020
2016EE10422,131970,01/06/2020,01/20/2020,02/27/2020
2016EE10422,779430,01/02/2020,01/16/2020,01/22/2020
2016EE10423,264566,02/20/2020,03/05/2020,02/25/2020
2016EE10423,328863,02/04/2020,02/18/2020,02/26/2020
2016EE10423,895140,01/10/2020,01/24/2020,01/23/2020
2016EE10423,445119,01/15/2020,01/29/2020,02/10/2020
2016EE10423,429959,02/03/2020,02/17/2020,02/19/2020
2016EE10424,498113,01/24/2020,02/07/2020,02/06/2020
2016EE10424,5631,01/24/2020,02/07/2020,03/01/2020
2016EE10424,283520,01/25/2020,02/08/2020,02/24/2020
2016EE10424,449657,01/23/2020,02/06/2020,01/30/2020
2016EE10425,37401,02/22/2020,03/07/2020,02/22/2020
2016EE10425,838750,01/23/2020,02/06/2020,02/01/2020
2016EE10426,833459,02/05/2020,02/19/2020,03/02/2020
2016EE10426,291256,02/24/2020,03/09/2020,02/27/2020
2016EE10427,122501,01/06/2020,01/20/2020,02/10/2020
2016EE10427,479213,02/05/2020,02/19/2020,02/11/2020
2016EE10427,838866,01/30/2020,02/13/2020,02/26/2020
2016EE10427,326746,01/07/2020,01/21/2020,02/26/2020
2016EE10428,892795,01/14/2020,01/28/2020,03/02/2020
2016EE10428,261054,02/15/2020,02/29/2020,02/16/2020
2016EE10428,676570,02/18/2020,03/03/2020,02/18/2020
2016EE10428,944861,02/10/2020,02/24/2020,02/23/2020
2016EE10428,646400,02/06/2020,02/20/2020,02/09/2020
2016EE10468,707480,01/22/2020,02/05/2020,02/28/2020
2016EE10468,140145,02/05/2020,02/19/2020,02/28/2020
2016EE10474,889702,01/09/2020,01/23/2020,01/20/2020
2016EE10474,54817,01/26/2020,02/09/2020,03/01/2020
2016EE10474,764804,02/08/2020,02/22/2020,02/11/2020
2016EE10478,613184,02/18/2020,03/03/2020,02/20/2020
2016EE10478,750881,01/03/2020,01/17/2020,02/17/2020
2016EE10478,72610,01/16/2020,01/30/2020,01/16/2020
2016EE10481,962899,01/14/2020,01/28/2020,01/31/2020
2016EE10481,54135,01/09/2020,01/23/2020,02/15/2020
2016EE10481,464656,02/07/2020,02/21/2020,02/22/2020
2016EE10481,578222,01/31/2020,02/14/2020,02/02/2020
2016EE10835,421426,01/19/2020,02/02/2020,02/22/2020
2016EE10835,364865,01/18/2020,02/01/2020,02/08/2020
2016EE10835,609243,01/05/2020,01/19/2020,02/17/2020
2016EE10835,695946,01/22/2020,02/05/2020,01/28/2020
2016EE10835,202817,01/08/2020,01/22/2020,01/30/2020
2016ME10670,279659,01/23/2020,02/06/2020,03/03/2020
2016ME10670,78359,02/08/2020,02/22/2020,02/12/2020
2016ME10670,184750,01/25/2020,02/08/2020,02/11/2020
2016ME10670,929131,02/10/2020,02/24/2020,02/12/2020
2016ME10671,472927,02/08/2020,02/22/2020,02/21/2020
2016ME10671,401334,01/07/2020,01/21/2020,01/09/2020
2016ME10671,412192,02/01/2020,02/15/2020,02/02/2020
2016ME10673,328632,01/25/2020,02/08/2020,02/12/2020
2016ME10673,279369,01/13/2020,01/27/2020,03/03/2020
2016ME10673,907398,01/31/2020,02/14/2020,02/25/2020
2016ME10673,194030,01/19/2020,02/02/2020,02/24/2020
2016ME10673,86685,02/16/2020,03/01/2020,02/27/2020
2016ME10674,247868,01/22/2020,02/05/2020,02/08/2020
2016ME10674,652354,01/01/2020,01/15/2020,02/19/2020
2016ME10674,461053,02/23/2020,03/08/2020,02/23/2020
2016ME10674,415355,02/10/2020,02/24/2020,02/27/2020
2016ME10676,350869,02/01/2020,02/15/2020,03/02/2020
2016ME10676,135033,01/15/2020,01/29/2020,02/14/2020
2016ME10676,11403,02/02/2020,02/16/2020,03/03/2020
2016ME10676,41874,01/27/2020,02/10/2020,02/09/2020
2016ME10678,684711,02/21/2020,03/06/2020,02/23/2020
2016ME10678,316019,02/17/2020,03/02/2020,02/19/2020
2016ME10678,479751,02/24/2020,03/09/2020,02/25/2020
2016ME10678,750483,01/28/2020,02/11/2020,03/02/2020
2016ME10679,660871,01/20/2020,02/03/2020,02/02/2020
2016ME10679,120887,02/11/2020,02/25/2020,02/11/2020
2016ME10681,845586,02/13/2020,02/27/2020,02/26/2020
2016ME10681,332916,02/06/2020,02/20/2020,02/21/2020
2016ME10681,234987,02/15/2020,02/29/2020,02/22/2020
2016ME10681,655772,01/12/2020,01/26/2020,01/20/2020
2016ME10681,958343,01/25/2020,02/08/2020,02/17/2020
2016ME10682,97834,01/29/2020,02/12/2020,02/26/2020
2016ME10682,670757,01/16/2020,01/30/2020,01/28/2020
2016ME10682,507407,02/06/2020,02/20/2020,02/16/2020
2016ME10682,680295,02/10/2020,02/24/2020,02/27/2020
2016ME10683,630992,01/30/2020,02/13/2020,01/31/2020
2016ME10683,414139,01/15/2020,01/29/2020,02/06/2020
2016ME10683,517058,02/01/2020,02/15/2020,02/27/2020
2016ME10683,851744,01/19/2020,02/02/2020,02/03/2020
2016ME10683,237767,01/04/2020,01/18/2020,01/21/2020
2016ME10684,366184,02/26/2020,03/11/2020,03/03/2020
2016ME10684,609200,02/02/2020,02/16/2020,02/28/2020
2016ME10684,787073,01/21/2020,02/04/2020,02/11/2020
2016ME10685,503564,02/04/2020,02/18/2020,02/23/2020
2016ME10685,25674,01/18/2020,02/01/2020,02/28/2020
2016ME10685,242718,02/24/2020,03/09/2020,02/29/2020
2016ME10686,435755,02/23/2020,03/08/2020,02/24/2020
2016ME10686,689005,01/06/2020,01/20/2020,01/23/2020
2016ME10686,722880,01/19/2020,02/02/2020,02/02/2020
2016ME10686,6177,01/05/2020,01/19/2020,02/15/2020
2016ME10686,183882,01/08/2020,01/22/2020,01/14/2020
2016ME10687,163647,02/11/2020,02/25/2020,02/12/2020
2016ME10687,220627,01/17/2020,01/31/2020,01/25/2020
2016ME10689,432996,01/21/2020,02/04/2020,02/03/2020
2016ME10689,498533,02/02/2020,02/16/2020,02/07/2020
2016ME10689,649145,02/04/2020,02/18/2020,02/05/2020
2016ME10689,550191,01/08/2020,01/22/2020,02/16/2020
2016ME10690,683445,02/18/2020,03/03/2020,02/28/2020
2016ME10690,586241,02/23/2020,03/08/2020,03/03/2020
2016ME10690,923713,01/05/2020,01/19/2020,02/18/2020
2016MT10492,903807,02/22/2020,03/07/2020,03/01/2020
2016MT10492,588919,02/18/2020,03/03/2020,02/21/2020
2016MT10492,746007,02/13/2020,02/27/2020,02/26/2020
2016MT10492,169909,02/07/2020,02/21/2020,02/20/2020
2016MT10492,798095,01/10/2020,01/24/2020,01/31/2020
2016SMZ8442,446132,01/25/2020,02/08/2020,02/11/2020
2016SMZ8442,366335,02/21/2020,03/06/2020,03/01/2020
2016SMZ8445,893260,01/01/2020,01/15/2020,02/24/2020
2016SMZ8445,866342,01/05/2020,01/19/2020,02/04/2020
2016SMZ8447,751716,02/20/2020,03/05/2020,02/27/2020
2016SMZ8447,715542,01/18/2020,02/01/2020,01/18/2020
2016SMZ8447,936246,01/23/2020,02/06/2020,02/18/2020
2016SMZ8447,508951,01/19/2020,02/02/2020,02/16/2020
2016TT10821,195425,02/18/2020,03/03/2020,03/01/2020
2016TT10821,87524,01/26/2020,02/09/2020,02/29/2020
2016TT10821,468860,01/07/2020,01/21/2020,02/20/2020
2016TT10836,662125,02/02/2020,02/16/2020,03/02/2020
2016TT10836,700725,02/01/2020,02/15/2020,02/15/2020
2016TT10836,538536,01/20/2020,02/03/2020,02/27/2020
2016TT10836,45231,01/24/2020,02/07/2020,03/01/2020
2016TT10836,727099,02/12/2020,02/26/2020,02/17/2020
2016TT10838,763551,02/15/2020,02/29/2020,02/18/2020
2016TT10838,321356,02/07/2020,02/21/2020,02/11/2020
2016TT10839,904719,01/21/2020,02/04/2020,02/14/2020
2016TT10839,607129,01/05/2020,01/19/2020,01/11/2020
2016TT10840,695946,01/19/2020,02/02/2020,02/06/2020
2016TT10840,116166,02/03/2020,02/17/2020,02/20/2020
2016TT10840,816193,02/14/2020,02/28/2020,02/16/2020
2016TT10841,32092,02/11/2020,02/25/2020,02/20/2020
2016TT10841,755326,02/22/2020,03/07/2020,02/28/2020
2016TT10842,955706,02/14/2020,02/28/2020,02/26/2020
2016TT10842,754313,01/07/2020,01/21/2020,02/06/2020
2016TT10842,383587,02/15/2020,02/29/2020,02/22/2020
2016TT10842,455416,02/17/2020,03/02/2020,02/27/2020
2016TT10842,300737,01/24/2020,02/07/2020,02/16/2020
2016TT10843,487211,02/05/2020,02/19/2020,02/16/2020
2016TT10843,787636,01/28/2020,02/11/2020,02/11/2020
2016TT10844,155243,01/30/2020,02/13/2020,02/12/2020
2016TT10844,680555,02/09/2020,02/23/2020,02/14/2020
2016TT10844,751381,01/18/2020,02/01/2020,02/26/2020
2016TT10844,844245,02/23/2020,03/08/2020,02/23/2020
2016TT10844,957072,01/25/2020,02/08/2020,02/27/2020
2016TT10845,751571,01/02/2020,01/16/2020,02/17/2020
2016TT10845,422195,02/13/2020,02/27/2020,02/14/2020
2016TT10845,795248,01/11/2020,01/25/2020,02/07/2020
2016TT10845,635180,02/16/2020,03/01/2020,02/22/2020
2016TT10845,124647,02/06/2020,02/20/2020,02/14/2020
2016TT10846,776612,02/07/2020,02/21/2020,02/16/2020
2016TT10846,611609,02/07/2020,02/21/2020,02/10/2020
2016TT10846,639178,01/19/2020,02/02/2020,02/11/2020
2016TT10846,399350,01/14/2020,01/28/2020,01/28/2020
2016TT10846,452143,02/19/2020,03/04/2020,02/22/2020
2016TT10847,756015,01/25/2020,02/08/2020,02/14/2020
2016TT10847,443733,02/14/2020,02/28/2020,02/14/2020
2016TT10848,356843,01/07/2020,01/21/2020,02/10/2020
2016TT10848,188536,02/09/2020,02/23/2020,02/20/2020
2016TT10848,52761,02/10/2020,02/24/2020,02/17/2020
2016TT10848,323468,02/20/2020,03/05/2020,02/23/2020
2016TT10849,697562,02/13/2020,02/27/2020,02/29/2020
2016TT10849,830379,01/11/2020,01/25/2020,01/18/2020
2016TT10850,819007,02/11/2020,02/25/2020,03/02/2020
2016TT10850,160383,01/12/2020,01/26/2020,02/15/2020
2016TT10926,73651,01/12/2020,01/26/2020,02/14/2020
2016TT10926,878556,01/23/2020,02/06/2020,02/23/2020
2016TT10926,266500,01/31/2020,02/14/2020,02/02/2020
2016TT10927,227994,01/19/2020,02/02/2020,01/22/2020
2016TT10927,354671,01/15/2020,01/29/2020,02/10/2020
2016TT10927,384841,01/15/2020,01/29/2020,01/30/2020
2016TT10927,906410,02/25/2020,03/10/2020,03/03/2020
2017ANZ8419,617708,02/21/2020,03/06/2020,03/02/2020
2017ANZ8419,83001,01/14/2020,01/28/2020,01/31/2020
2017ANZ8419,564102,01/30/2020,02/13/2020,02/25/2020
2017ANZ8419,206366,01/10/2020,01/24/2020,02/07/2020
2017ANZ8419,224021,01/27/2020,02/10/2020,02/27/2020
2017BB10035,570213,01/08/2020,01/22/2020,01/17/2020
2017BB10035,59737,01/09/2020,01/23/2020,02/21/2020
2017BB10035,913716,02/03/2020,02/17/2020,02/23/2020
2017BB10035,890150,01/16/2020,01/30/2020,02/08/2020
2017BB10035,311718,01/26/2020,02/09/2020,01/26/2020
2017BB10039,131590,02/10/2020,02/24/2020,02/19/2020
2017BB10039,587018,01/16/2020,01/30/2020,01/19/2020
2017BB10039,699384,01/27/2020,02/10/2020,02/12/2020
2017BB10039,736994,01/27/2020,02/10/2020,02/22/2020
2017BB10041,970034,01/02/2020,01/16/2020,02/21/2020
2017BB10041,636601,02/09/2020,02/23/2020,03/03/2020
2017BB10041,326634,01/05/2020,01/19/2020,02/28/2020
2017BB10042,856291,01/16/2020,01/30/2020,02/11/2020
2017BB10042,475984,01/15/2020,01/29/2020,02/01/2020
2017BB10042,368381,01/24/2020,02/07/2020,02/10/2020
2017BB10042,583738,02/05/2020,02/19/2020,02/07/2020
2017BB10043,929806,02/18/2020,03/03/2020,02/29/2020
2017BB10043,931865,02/18/2020,03/03/2020,03/02/2020
2017BB10043,788056,02/22/2020,03/07/2020,03/01/2020
2017BB10043,724057,01/10/2020,01/24/2020,03/01/2020
2017BB10043,275207,01/27/2020,02/10/2020,02/11/2020
2017BB10046,216785,02/21/2020,03/06/2020,02/29/2020
2017BB10046,713970,01/01/2020,01/15/2020,02/07/2020
2017BB10046,806435,01/25/2020,02/08/2020,02/16/2020
2017BEZ8438,5631,01/01/2020,01/15/2020,01/09/2020
2017BEZ8438,639019,02/24/2020,03/09/2020,03/01/2020
2017BEZ8438,717859,02/26/2020,03/11/2020,03/02/2020
2017CH10186,910615,01/22/2020,02/05/2020,01/22/2020
2017CH10186,639072,01/16/2020,01/30/2020,02/20/2020
2017CH10187,98607,02/16/2020,03/01/2020,02/25/2020
2017CH10187,508614,01/30/2020,02/13/2020,02/15/2020
2017CH10187,764383,02/15/2020,02/29/2020,02/22/2020
2017CH10189,835372,02/26/2020,03/11/2020,03/02/2020
2017CH10189,172177,01/21/2020,02/04/2020,02/29/2020
2017CH10189,507267,01/25/2020,02/08/2020,02/02/2020
2017CH10190,549582,02/25/2020,03/10/2020,02/27/2020
2017CH10190,889536,02/25/2020,03/10/2020,03/01/2020
2017CH10190,523958,02/02/2020,02/16/2020,02/07/2020
2017CH10191,692120,01/14/2020,01/28/2020,01/29/2020
2017CH10191,122103,01/04/2020,01/18/2020,02/03/2020
2017CH10192,544767,02/06/2020,02/20/2020,03/02/2020
2017CH10192,62992,01/14/2020,01/28/2020,02/06/2020
2017CH10194,367738,01/02/2020,01/16/2020,01/11/2020
2017CH10194,970672,01/31/2020,02/14/2020,02/11/2020
2017CH10194,34273,01/14/2020,01/28/2020,01/18/2020
2017CH10194,529153,01/11/2020,01/25/2020,01/11/2020
2017CH10195,659774,01/31/2020,02/14/2020,02/20/2020
2017CH10195,723673,01/21/2020,02/04/2020,02/20/2020
2017CH10195,693344,01/27/2020,02/10/2020,02/08/2020
2017CH10196,610500,01/07/2020,01/21/2020,03/03/2020
2017CH10196,390716,01/04/2020,01/18/2020,02/16/2020
2017CH10197,692196,02/25/2020,03/10/2020,02/28/2020
2017CH10197,246961,02/24/2020,03/09/2020,02/24/2020
2017CH10198,490471,02/12/2020,02/26/2020,02/16/2020
2017CH10198,364065,02/10/2020,02/24/2020,02/29/2020
2017CH10199,157628,01/20/2020,02/03/2020,02/08/2020
2017CH10199,623189,02/07/2020,02/21/2020,02/28/2020
2017CH10199,215614,01/22/2020,02/05/2020,02/18/2020
2017CH10199,532633,01/27/2020,02/10/2020,02/27/2020
2017CH10200,784322,02/22/2020,03/07/2020,03/03/2020
2017CH10200,902461,02/14/2020,02/28/2020,02/18/2020
2017CH10201,574248,02/18/2020,03/03/2020,02/27/2020
2017CH10201,655808,01/26/2020,02/09/2020,02/27/2020
2017CH10202,643740,01/22/2020,02/05/2020,01/29/2020
2017CH10202,750947,02/09/2020,02/23/2020,02/18/2020
2017CH10202,709533,02/06/2020,02/20/2020,02/26/2020
2017CH10202,449967,01/06/2020,01/20/2020,01/23/2020
2017CH10202,777790,01/17/2020,01/31/2020,01/24/2020
2017CHE2730,588694,01/19/2020,02/02/2020,02/13/2020
2017CHE2730,575578,01/01/2020,01/15/2020,01/18/2020
2017CHE2730,491701,01/10/2020,01/24/2020,01/31/2020
2017CHZ8512,33838,01/13/2020,01/27/2020,01/20/2020
2017CHZ8512,314500,02/18/2020,03/03/2020,02/23/2020
2017CHZ8515,552798,02/13/2020,02/27/2020,03/03/2020
2017CHZ8515,548672,02/20/2020,03/05/2020,02/24/2020
2017CHZ8515,876058,01/14/2020,01/28/2020,02/04/2020
2017CHZ8515,225142,02/10/2020,02/24/2020,02/23/2020
2017CRZ8065,186715,02/10/2020,02/24/2020,02/17/2020
2017CRZ8065,610861,01/22/2020,02/05/2020,01/24/2020
2017CRZ8065,80642,02/14/2020,02/28/2020,02/26/2020
2017CRZ8065,649171,02/04/2020,02/18/2020,02/11/2020
2017CRZ8065,332008,02/25/2020,03/10/2020,03/02/2020
2017CS10503,907043,01/22/2020,02/05/2020,02/18/2020
2017CS10503,693358,01/30/2020,02/13/2020,02/18/2020
2017CS10503,548926,01/19/2020,02/02/2020,02/24/2020
2017CS10503,437007,01/07/2020,01/21/2020,02/28/2020
2017CSZ8058,468774,01/23/2020,02/06/2020,02/14/2020
2017CSZ8058,782209,02/12/2020,02/26/2020,02/23/2020
2017CSZ8060,415455,01/21/2020,02/04/2020,02/03/2020
2017CSZ8060,627181,02/10/2020,02/24/2020,02/12/2020
2017CSZ8060,887887,01/08/2020,01/22/2020,01/12/2020
2017CSZ8584,170912,02/02/2020,02/16/2020,02/25/2020
2017CSZ8584,301695,01/10/2020,01/24/2020,01/26/2020
2017CSZ8584,195319,01/17/2020,01/31/2020,01/22/2020
2017CSZ8584,620668,02/06/2020,02/20/2020,02/27/2020
2017EE10500,154385,02/01/2020,02/15/2020,02/04/2020
2017EE10500,16778,01/29/2020,02/12/2020,02/22/2020
2017EE10501,28756,01/31/2020,02/14/2020,02/12/2020
2017EE10501,761023,02/08/2020,02/22/2020,02/18/2020
2017EE10502,662125,01/27/2020,02/10/2020,02/08/2020
2017EE10502,719742,01/27/2020,02/10/2020,02/19/2020
2017EE10502,617412,02/24/2020,03/09/2020,02/25/2020
2017EE10502,696833,02/05/2020,02/19/2020,02/20/2020
2017EE10502,430768,01/03/2020,01/17/2020,02/10/2020
2017EE10504,635262,01/04/2020,01/18/2020,01/31/2020
2017EE10504,384375,01/21/2020,02/04/2020,02/23/2020
2017EE10504,314245,02/25/2020,03/10/2020,02/27/2020
2017EE10505,495154,01/07/2020,01/21/2020,01/09/2020
2017EE10505,337874,02/01/2020,02/15/2020,02/09/2020
2017EE10536,816226,02/22/2020,03/07/2020,02/27/2020
2017EE10536,3881,02/24/2020,03/09/2020,02/28/2020
2017EE10536,223516,01/30/2020,02/13/2020,02/03/2020
2017EE10536,169210,01/30/2020,02/13/2020,02/24/2020
2017EE10536,251361,01/09/2020,01/23/2020,02/16/2020
2017EE30533,847378,01/19/2020,02/02/2020,02/01/2020
2017EE30533,153693,01/29/2020,02/12/2020,02/08/2020
2017EE30533,729332,01/19/2020,02/02/2020,02/03/2020
2017EE30533,179844,02/19/2020,03/04/2020,02/21/2020
2017EE30533,957301,01/18/2020,02/01/2020,02/19/2020
2017EE30534,477126,01/02/2020,01/16/2020,02/05/2020
2017EE30534,158980,02/11/2020,02/25/2020,02/27/2020
2017EE30534,217567,02/11/2020,02/25/2020,02/14/2020
2017EE30535,253992,01/07/2020,01/21/2020,02/23/2020
2017EE30535,665042,01/05/2020,01/19/2020,01/21/2020
2017EE30535,491072,02/09/2020,02/23/2020,02/12/2020
2017EE30535,972588,02/23/2020,03/08/2020,03/01/2020
2017EE30537,926082,02/16/2020,03/01/2020,02/29/2020
2017EE30537,612332,02/08/2020,02/22/2020,02/09/2020
2017EE30537,948297,01/10/2020,01/24/2020,01/20/2020
2017EE30537,89356,02/10/2020,02/24/2020,02/22/2020
2017EE30537,588439,02/17/2020,03/02/2020,02/19/2020
2017EE30539,211602,01/24/2020,02/07/2020,02/11/2020
2017EE30539,533645,01/13/2020,01/27/2020,01/29/2020
2017EE30539,360545,02/11/2020,02/25/2020,02/19/2020
2017EE30541,201817,02/20/2020,03/05/2020,03/03/2020
2017EE30541,566912,01/11/2020,01/25/2020,02/26/2020
2017EE30541,554335,01/13/2020,01/27/2020,02/26/2020
2017EE30654,372617,01/05/2020,01/19/2020,01/27/2020
2017EE30654,1924,01/13/2020,01/27/2020,01/31/2020
2017EEZ8555,165782,02/22/2020,03/07/2020,02/26/2020
2017EEZ8555,44266,02/09/2020,02/23/2020,02/26/2020
2017EEZ8555,475957,01/03/2020,01/17/2020,02/21/2020
2017EEZ8559,370509,01/02/2020,01/16/2020,03/03/2020
2017EEZ8559,6870,01/05/2020,01/19/2020,01/14/2020
2017EEZ8565,324107,01/17/2020,01/31/2020,01/22/2020
2017EEZ8565,644933,01/08/2020,01/22/2020,02/05/2020
2017EEZ8565,332003,02/06/2020,02/20/2020,02/08/2020
2017EEZ8566,509987,01/30/2020,02/13/2020,02/19/2020
2017EEZ8566,645035,02/17/2020,03/02/2020,02/29/2020
2017EEZ8566,192086,02/20/2020,03/05/2020,03/02/2020
2017EEZ8567,935334,02/04/2020,02/18/2020,02/24/2020
2017EEZ8567,347389,02/20/2020,03/05/2020,02/22/2020
2017EEZ8567,872335,01/03/2020,01/17/2020,01/22/2020
2017EEZ8568,264461,01/07/2020,01/21/2020,02/17/2020
